Sitio,Grupo,Tipo,Fecha,Transecto,Bloque,Numero,SHJ_ID,FVE_ID,DFM_ID,Final_ID,Codigo,Largo,Swab,Dedo,Recap,Foto,Muerto,Notas,sample_date,year
FLL-C,Laguna,C,10/02/23,4,D,1397,lepven,NA,NA,leplab,0003,7,Y,Y,N,1390,NA,"matches sequenced ind., lepmel para DZ, lepmel para DZ",2023-02-10,2023
JS-N,Laguna,N,10/02/23,1,C,1398,trajor,NA,trajor,trajor,0002,8.5,Y,Y,N,1398,NA,NA,2023-02-10,2023
JS-N,Laguna,N,10/02/23,1,D,1399,boapel,NA,boapel,boapel,0002,3.5,Y,Y,N,1389,NA,NA,2023-02-10,2023
JS-N,Laguna,N,10/02/23,1,D,1400,priach,NA,priach,priach,0002,1,Y,Y,N,R310,NA,NA,2023-02-10,2023
JS-N,Laguna,N,10/02/23,1,D,1401,priach,NA,priach,priach,0002,3.5,Y,Y,N,R311,NA,NA,2023-02-10,2023
JS-N,Laguna,N,10/02/23,1,D,1402,epibou,NA,epibou,epiesp,0002,1.6,Y,Y,N,1402,NA,NA,2023-02-10,2023
JS-N,Laguna,N,10/02/23,2,A,R318,epibou,NA,epibou,epiesp,0002,NA,NA,N,N,1402,NA,NA,2023-02-10,2023
JS-N,Laguna,N,10/02/23,2,D,R319,epibou,NA,epibou,epiesp,0002,NA,NA,N,N,1402,NA,NA,2023-02-10,2023
JS-N,Laguna,N,10/02/23,3,A,1403,epibou,NA,epibou,epiesp,0002,1.8,Y,Y,N,1402,NA,NA,2023-02-10,2023
JS-N,Laguna,N,10/02/23,3,A,1404,epibou,NA,epibou,epiesp,0002,1.8,Y,Y,N,1402,NA,NA,2023-02-10,2023
JS-N,Laguna,N,10/02/23,3,A,1405,barpul,NA,barpul,barpul,0002,2.8,Y,Y,N,1405,NA,NA,2023-02-10,2023
JS-N,Laguna,N,10/02/23,3,A,1406,epibou,NA,epibou,epiesp,0002,1.8,Y,Y,N,1402,NA,NA,2023-02-10,2023
JS-N,Laguna,N,10/02/23,3,B,1407,priach,NA,priach,priach,0002,3.5,Y,Y,N,R310,NA,NA,2023-02-10,2023
JS-N,Laguna,N,10/02/23,3,C,1408,lepven,NA,NA,leplab,0002,6.5,Y,Y,N,1390,NA,"matches sequenced ind., lepmel para DZ, lepmel para DZ, lepmel para DZ",2023-02-10,2023
JS-N,Laguna,N,10/02/23,4,D,1409,epibou,NA,epibou,epiesp,0002,1.8,Y,Y,N,1402,NA,NA,2023-02-10,2023
FLL-V,Laguna,V,11/02/23,1,A,1410,agapsi,NA,agaspu,agaspu,0020,7.3,Y,Y,N,1410,NA,Agalychnis psilopygion,2023-02-11,2023
FLL-V,Laguna,V,11/02/23,2,B,1411,boapel,NA,boapel,boapel,0020,5.5,Y,Y,N,1411,NA,NA,2023-02-11,2023
FLL-V,Laguna,V,11/02/23,2,C,1412,boapel,NA,boapel,boapel,0020,3,Y,Y,N,1411,NA,NA,2023-02-11,2023
FLL-V,Laguna,V,11/02/23,4,A,1413,trajor,NA,trajor,trajor,0020,10.1,Y,Y,N,1413,NA,NA,2023-02-11,2023
FLL-V,Laguna,V,11/02/23,4,C,1414,scitsa,NA,scitsa,scitsa,0020,3.3,Y,Y,N,1414,NA,NA,2023-02-11,2023
FLL-B,Laguna,B,11/02/23,1,C,1415,priach,NA,priach,priach,0005,3,Y,Y,N,1415,NA,NA,2023-02-11,2023
FLL-B,Laguna,B,11/02/23,4,A,1416,lepven,NA,lepven,leplab,0005,5.5,Y,Y,N,1416,NA,"to SHJ its leplab based on sequencing results, please review DFM",2023-02-11,2023
FLL-B,Laguna,B,11/02/23,4,D,1417,lepmel,NA,lepmel,leplab,0005,5.5,Y,Y,N,1417,NA,"to SHJ its leplab per sequencing results, please review DFM",2023-02-11,2023
JS-N,Laguna,N,12/02/23,2,B,1418,barpul,NA,barpul,barpul,0002,2.5,Y,Y,N,1418,NA,NA,2023-02-12,2023
JS-N,Laguna,N,12/02/23,3,B,1419,epibou,NA,epibou,epiesp,0002,1.7,Y,Y,N,R330,NA,NA,2023-02-12,2023
JS-N,Laguna,N,12/02/23,3,C,1420,barpul,NA,barpul,barpul,0002,2.5,Y,Y,N,1418,NA,NA,2023-02-12,2023
JS-N,Laguna,N,12/02/23,4,B,1421,trajor,NA,trajor,trajor,0002,8.5,Y,Y,N,1421,NA,NA,2023-02-12,2023
JS-N,Laguna,N,12/02/23,4,C,1422,scitsa,NA,scitsa,scitsa,0002,3.2,Y,Y,N,1422,NA,NA,2023-02-12,2023
FLL-C,Laguna,C,12/02/23,1,A,1423,lepmel,NA,lepmel,leplab,0003,5.5,Y,Y,N,1423,NA,"to SHJ its leplab per sequencing results, please review DFM",2023-02-12,2023
FLL-C,Laguna,C,12/02/23,2,B,1424,boapel,NA,boapel,boapel,0003,5,Y,Y,N,1424,NA,NA,2023-02-12,2023
FLL-C,Laguna,C,12/02/23,4,A,1425,barpul,NA,barpul,barpul,0003,2.5,Y,Y,N,1418,NA,NA,2023-02-12,2023
FLL-C,Laguna,C,12/02/23,4,B,1426,barpul,NA,barpul,barpul,0003,2.7,Y,Y,N,1418,NA,NA,2023-02-12,2023
FLL-C,Laguna,C,12/02/23,4,B,1427,eng?,NA,eng?,engpus,0003,3,Y,Y,N,1427,NA,confirmado engpus por genetica,2023-02-12,2023
DB-C,Laguna,C,14/02/23,1,B,1428,epibou,NA,epibou,epiesp,0030,1.7,Y,Y,N,1428,NA,NA,2023-02-14,2023
DB-C,Laguna,C,14/02/23,2,A,1429,epibou,NA,epibou,epiesp,0030,1.8,Y,Y,N,1428,NA,NA,2023-02-14,2023
DB-C,Laguna,C,14/02/23,2,B,1430,epibou,NA,epibou,epiesp,0030,1.5,Y,Y,N,1428,NA,NA,2023-02-14,2023
DB-C,Laguna,C,14/02/23,2,C,1431,epibou,NA,epibou,epiesp,0030,1.5,Y,Y,N,1428,NA,NA,2023-02-14,2023
DB-C,Laguna,C,14/02/23,2,D,1432,epibou,NA,epibou,epiesp,0030,1.4,Y,Y,N,1428,NA,NA,2023-02-14,2023
DB-C,Laguna,C,14/02/23,2,D,1433,epibou,NA,epibou,epiesp,0030,1.7,Y,Y,N,1428,NA,NA,2023-02-14,2023
DB-C,Laguna,C,14/02/23,3,A,1434,epibou,NA,epibou,epiesp,0030,1.2,Y,Y,N,1428,NA,NA,2023-02-14,2023
DB-C,Laguna,C,14/02/23,3,C,1435,priach,NA,priach,priach,0030,1.8,Y,Y,N,1435,NA,NA,2023-02-14,2023
DB-C,Laguna,C,14/02/23,3,D,1436,priach,NA,priach,priach,0030,4,Y,Y,N,1435,NA,NA,2023-02-14,2023
DB-C,Laguna,C,14/02/23,3,D,1437,lepmel,NA,lepmel,leplab,0030,6.5,Y,Y,N,1437,NA,"to SHJ its leplab per sequencing results, please review DFM",2023-02-14,2023
DB-N,Laguna,N,14/02/23,1,A,1438,priach,NA,priach,priach,0040,4,Y,Y,N,1438,NA,NA,2023-02-14,2023
DB-N,Laguna,N,14/02/23,1,B,1439,priach,NA,priach,priach,0040,3,Y,Y,N,1439,NA,NA,2023-02-14,2023
DB-N,Laguna,N,14/02/23,1,C,1440,boapel,NA,boapel,boapel,0040,3.7,Y,Y,N,1440,NA,NA,2023-02-14,2023
DB-N,Laguna,N,14/02/23,1,C,1441,priach,NA,priach,priach,0040,3.5,Y,Y,N,1435,NA,NA,2023-02-14,2023
DB-N,Laguna,N,14/02/23,1,D,1442,barpul,NA,barpul,barpul,0040,2.4,Y,Y,N,1442,NA,NA,2023-02-14,2023
DB-N,Laguna,N,14/02/23,1,D,1443,priach,NA,priach,priach,0040,1.5,Y,Y,N,1438,NA,NA,2023-02-14,2023
DB-N,Laguna,N,14/02/23,1,D,1444,boapel,NA,boapel,boapel,0040,5.7,Y,Y,N,1440,NA,NA,2023-02-14,2023
DB-N,Laguna,N,14/02/23,2,A,1445,trajor,NA,trajor,trajor,0040,9.5,Y,Y,N,1445,NA,NA,2023-02-14,2023
DB-N,Laguna,N,14/02/23,3,B,1446,lepmel,NA,lepmel,leplab,0040,6.2,Y,Y,N,1437,NA,"to SHJ its leplab per sequencing results, please review DFM",2023-02-14,2023
DB-N,Laguna,N,14/02/23,3,B,1447,priach,NA,priach,priach,0040,2.5,Y,Y,N,1435,NA,NA,2023-02-14,2023
DB-N,Laguna,N,14/02/23,3,B,1448,boapel,NA,boapel,boapel,0040,3.7,Y,Y,N,1440,NA,NA,2023-02-14,2023
DB-N,Laguna,N,14/02/23,3,B,1449,priach,NA,priach,priach,0040,1.5,Y,Y,N,1438,NA,NA,2023-02-14,2023
DB-N,Laguna,N,14/02/23,3,B,1450,priach,NA,priach,priach,0040,1.4,Y,Y,N,1435,NA,NA,2023-02-14,2023
DB-N,Laguna,N,14/02/23,3,B,1451,priach,NA,priach,priach,0040,2.5,Y,Y,N,1451,NA,NA,2023-02-14,2023
DB-N,Laguna,N,14/02/23,3,B,1452,priach,NA,priach,priach,0040,1,Y,Y,N,1451,NA,NA,2023-02-14,2023
DB-N,Laguna,N,14/02/23,3,D,1453,priach,NA,priach,priach,0040,4.2,Y,Y,N,1438,NA,NA,2023-02-14,2023
DB-N,Laguna,N,14/02/23,4,B,1454,lepmel,NA,lepmel,leplab,0040,5.5,Y,Y,N,1437,NA,"to SHJ its leplab per sequencing results, please review DFM",2023-02-14,2023
DB-N,Laguna,N,14/02/23,4,B,1455,priach,NA,priach,priach,0040,2.7,Y,Y,N,1451,NA,NA,2023-02-14,2023
DB-N,Laguna,N,14/02/23,4,C,1456,priach,NA,priach,priach,0040,3,Y,Y,N,1439,NA,NA,2023-02-14,2023
DB-N,Laguna,N,14/02/23,4,D,1457,lepmel,NA,lepmel,leplab,0040,6.5,Y,Y,N,1437,NA,"to SHJ its leplab per sequencing results, please review DFM",2023-02-14,2023
DB-C,Laguna,C,16/02/23,1,A,1458,priach,NA,priach,priach,0030,4,Y,Y,N,1458,NA,NA,2023-02-16,2023
DB-C,Laguna,C,16/02/23,1,B,1459,epibou,NA,epibou,epiesp,0030,1.5,Y,Y,N,1459,NA,NA,2023-02-16,2023
DB-C,Laguna,C,16/02/23,1,C,1460,lepmel,NA,lepmel,leplab,0030,4.5,Y,Y,N,R338,NA,"to SHJ its leplab per sequencing results, please review DFM",2023-02-16,2023
DB-C,Laguna,C,16/02/23,1,D,1461,lepmel,NA,lepmel,leplab,0030,5.5,Y,Y,N,R338,NA,"to SHJ its leplab per sequencing results, please review DFM",2023-02-16,2023
DB-C,Laguna,C,16/02/23,2,A,1462,barpul,NA,barpul,barpul,0030,2.5,Y,Y,N,1462,NA,NA,2023-02-16,2023
DB-C,Laguna,C,16/02/23,2,A,1463,epibou,NA,epibou,epiesp,0030,1.7,Y,Y,N,1459,NA,NA,2023-02-16,2023
DB-C,Laguna,C,16/02/23,2,B,1464,epibou,NA,epibou,epiesp,0030,1.6,Y,Y,N,1459,NA,NA,2023-02-16,2023
DB-C,Laguna,C,16/02/23,2,B,1465,epibou,NA,epibou,epiesp,0030,1.5,Y,Y,N,1459,NA,NA,2023-02-16,2023
DB-C,Laguna,C,16/02/23,2,C,1466,epibou,NA,epibou,epiesp,0030,1.7,Y,Y,N,1459,NA,NA,2023-02-16,2023
DB-C,Laguna,C,16/02/23,2,C,1467,epibou,NA,epibou,epiesp,0030,2,Y,Y,N,1459,NA,NA,2023-02-16,2023
DB-C,Laguna,C,16/02/23,2,C,1468,epibou,NA,epibou,epiesp,0030,1.8,Y,Y,N,1459,NA,NA,2023-02-16,2023
DB-C,Laguna,C,16/02/23,3,A,1469,epibou,NA,epibou,epiesp,0030,1.5,Y,Y,N,1459,NA,NA,2023-02-16,2023
DB-C,Laguna,C,16/02/23,3,C,1470,epibou,NA,epibou,epiesp,0030,1.5,Y,Y,N,1459,NA,NA,2023-02-16,2023
DB-C,Laguna,C,16/02/23,3,D,1471,boapel,NA,boapel,boapel,0030,0.3,Y,Y,N,R339,NA,NA,2023-02-16,2023
DB-N,Laguna,N,16/02/23,1,A,1472,lepmel,NA,lepmel,leplab,0040,6,Y,Y,N,R338,NA,"to SHJ its leplab per sequencing results, please review DFM",2023-02-16,2023
DB-N,Laguna,N,16/02/23,1,C,1473,boapel,NA,boapel,boapel,0040,3.5,Y,Y,N,R339,NA,NA,2023-02-16,2023
DB-N,Laguna,N,16/02/23,2,A,1474,lepmel,NA,lepmel,leplab,0040,5.8,Y,Y,N,R338,NA,"to SHJ its leplab per sequencing results, please review DFM",2023-02-16,2023
DB-N,Laguna,N,16/02/23,2,D,1475,lepmel,NA,lepmel,leplab,0040,6.2,Y,Y,N,R338,NA,"to SHJ its leplab per sequencing results, please review DFM",2023-02-16,2023
DB-N,Laguna,N,16/02/23,3,A,1476,barpul,NA,barpul,barpul,0040,2.8,Y,Y,N,1462,NA,NA,2023-02-16,2023
DB-N,Laguna,N,16/02/23,3,B,1477,priach,NA,priach,priach,0040,2.9,Y,Y,N,1458,NA,NA,2023-02-16,2023
DB-N,Laguna,N,16/02/23,3,D,1478,priach,NA,priach,priach,0040,3.2,Y,Y,N,1478,NA,NA,2023-02-16,2023
DB-N,Laguna,N,16/02/23,3,D,1479,boapel,NA,boapel,boapel,0040,4.3,Y,Y,N,R339,NA,NA,2023-02-16,2023
DB-N,Laguna,N,16/02/23,3,D,1480,prisub,NA,prisub,prisub,0040,2.8,Y,Y,N,1480,NA,NA,2023-02-16,2023
DB-C,Laguna,C,18/02/23,1,A,1481,lepmel,NA,lepmel,leplab,0030,6,Y,Y,N,1481,NA,"to SHJ its leplab per sequencing results, please review DFM",2023-02-18,2023
DB-C,Laguna,C,18/02/23,1,A,1482,epibou,NA,epibou,epiesp,0030,2.2,Y,Y,N,1482,NA,NA,2023-02-18,2023
DB-C,Laguna,C,18/02/23,1,B,1483,epibou,NA,epibou,epiesp,0030,1.5,Y,Y,N,1482,NA,NA,2023-02-18,2023
DB-C,Laguna,C,18/02/23,1,B,1484,epibou,NA,epibou,epiesp,0030,1.5,Y,Y,N,1482,NA,NA,2023-02-18,2023
DB-C,Laguna,C,18/02/23,1,D,1485,lepmel,NA,lepmel,leplab,0030,5.5,Y,Y,N,1481,NA,"to SHJ its leplab per sequencing results, please review DFM",2023-02-18,2023
DB-C,Laguna,C,18/02/23,2,B,1486,epibou,NA,epibou,epiesp,0030,1.5,Y,Y,N,1482,NA,NA,2023-02-18,2023
DB-C,Laguna,C,18/02/23,2,D,1487,barpul,NA,barpul,barpul,0030,2.5,Y,Y,N,1487,NA,NA,2023-02-18,2023
DB-C,Laguna,C,18/02/23,3,B,1488,priach,NA,priach,priach,0030,2.5,Y,Y,N,1488,NA,NA,2023-02-18,2023
DB-C,Laguna,C,18/02/23,3,D,1489,lepmel,NA,lepmel,leplab,0030,6.5,Y,Y,N,1481,NA,"to SHJ its leplab per sequencing results, please review DFM",2023-02-18,2023
DB-C,Laguna,C,18/02/23,3,D,1490,priach,NA,priach,priach,0030,4,Y,Y,N,1488,NA,NA,2023-02-18,2023
DB-N,Laguna,N,18/02/23,1,A,1491,priach,NA,priach,priach,0040,2.5,Y,Y,N,1488,NA,NA,2023-02-18,2023
DB-N,Laguna,N,18/02/23,2,B,1492,priach,NA,priach,priach,0040,1.5,Y,Y,N,1488,NA,NA,2023-02-18,2023
DB-N,Laguna,N,18/02/23,2,D,1493,boapel,NA,boapel,boapel,0040,4.2,Y,Y,N,1493,NA,NA,2023-02-18,2023
DB-N,Laguna,N,18/02/23,3,D,1494,barpul,NA,barpul,barpul,0040,2.7,Y,Y,N,1487,NA,NA,2023-02-18,2023
DG-B,Gavilanes,B,20/02/23,1,B,1495,epibou,NA,epibou,epiesp,0005,1.7,Y,Y,N,1495,NA,NA,2023-02-20,2023
DG-B,Gavilanes,B,20/02/23,1,C,1496,epibou,NA,epibou,epiesp,0005,1.6,Y,Y,N,1495,NA,NA,2023-02-20,2023
DG-B,Gavilanes,B,20/02/23,2,A,1497,pri?,NA,prilaticla,prilatic,0005,2.8,Y,Y,N,1497,NA,rev JMG - prilat para DZ,2023-02-20,2023
DG-B,Gavilanes,B,20/02/23,2,B,1498,priach,NA,priach,priach,0005,3,Y,Y,N,1498,NA,NA,2023-02-20,2023
DG-B,Gavilanes,B,20/02/23,3,B,1499,priach,NA,priach,priach,0005,3,Y,Y,N,1498,NA,NA,2023-02-20,2023
DG-B,Gavilanes,B,20/02/23,4,B,1500,priach,NA,priach,priach,0005,3.1,Y,Y,N,1499,NA,NA,2023-02-20,2023
DG-B,Gavilanes,B,20/02/23,4,B,1501,boapic,NA,boapic,boapic,0005,5,Y,Y,N,1501,NA,NA,2023-02-20,2023
DG-V,Gavilanes,V,20/02/23,1,A,1502,priach,NA,priach,priach,0020,3.4,Y,Y,N,1502,NA,NA,2023-02-20,2023
DG-V,Gavilanes,V,20/02/23,2,A,1503,priach,NA,priach,priach,0020,3.3,Y,Y,N,1502,NA,NA,2023-02-20,2023
DG-V,Gavilanes,V,20/02/23,3,B,1504,prisub,NA,prisub,prisub,0020,2.8,Y,Y,N,1504,NA,NA,2023-02-20,2023
DG-V,Gavilanes,V,20/02/23,3,D,1505,priach,NA,priach,priach,0020,3,Y,Y,N,1499,NA,NA,2023-02-20,2023
DG-V,Gavilanes,V,20/02/23,4,A,1506,priach,NA,priach,priach,0020,1.5,Y,Y,N,1502,NA,NA,2023-02-20,2023
DG-V,Gavilanes,V,20/02/23,4,B,1507,priach,NA,priach,priach,0020,3.5,Y,Y,N,1499,NA,NA,2023-02-20,2023
DG-N,Gavilanes,N,21/02/23,1,B,1508,priach,NA,priach,priach,0002,3.1,Y,Y,N,1508,NA,NA,2023-02-21,2023
DG-N,Gavilanes,N,21/02/23,2,B,1509,priach,NA,priach,priach,0002,2.6,Y,Y,N,1509,NA,NA,2023-02-21,2023
DG-N,Gavilanes,N,21/02/23,2,C,1510,priach,NA,priach,priach,0002,3.5,Y,Y,N,1508,NA,NA,2023-02-21,2023
DG-N,Gavilanes,N,21/02/23,2,D,1511,rhiala,NA,rhiala,rhiala,0002,3.5,Y,Y,N,1511,NA,NA,2023-02-21,2023
DG-N,Gavilanes,N,21/02/23,2,D,1512,priach,NA,priach,priach,0002,4.5,Y,Y,N,1508,NA,NA,2023-02-21,2023
DG-N,Gavilanes,N,21/02/23,3,A,1513,priach,NA,priach,priach,0002,2.5,Y,Y,N,R365,NA,NA,2023-02-21,2023
DG-N,Gavilanes,N,21/02/23,3,B,1514,priach,NA,priach,priach,0002,2.8,Y,Y,N,R365,NA,NA,2023-02-21,2023
DG-N,Gavilanes,N,21/02/23,3,B,1515,priach,NA,priach,priach,0002,3.2,Y,Y,N,1515,NA,NA,2023-02-21,2023
DG-N,Gavilanes,N,21/02/23,3,C,1516,priach,NA,priach,priach,0002,3.1,Y,Y,N,1515,NA,NA,2023-02-21,2023
DG-N,Gavilanes,N,21/02/23,3,D,1517,priach,NA,priach,priach,0002,3.5,Y,Y,N,R365,NA,NA,2023-02-21,2023
DG-N,Gavilanes,N,21/02/23,4,A,1518,priach,NA,priach,priach,0002,3,Y,Y,N,1508,NA,NA,2023-02-21,2023
DG-N,Gavilanes,N,21/02/23,4,B,1519,priach,NA,priach,priach,0002,3.5,Y,Y,N,R365,NA,NA,2023-02-21,2023
DG-N,Gavilanes,N,21/02/23,4,C,1520,priach,NA,priach,priach,0002,2.8,Y,Y,N,1520,NA,NA,2023-02-21,2023
DG-N,Gavilanes,N,21/02/23,4,C,1521,priach,NA,priach,priach,0002,3,Y,Y,N,1515,NA,NA,2023-02-21,2023
DG-N,Gavilanes,N,21/02/23,4,C,1522,priach,NA,priach,priach,0002,3,Y,Y,N,1508,NA,NA,2023-02-21,2023
DG-C,Gavilanes,C,21/02/23,1,C,1523,priach,NA,priach,priach,0020 + 0003,3,Y,Y,N,R365,NA,mas probable es 0002 + 0003,2023-02-21,2023
DG-C,Gavilanes,C,21/02/23,1,C,1524,priach,NA,priach,priach,0003,3,Y,Y,N,1508,NA,NA,2023-02-21,2023
DG-C,Gavilanes,C,21/02/23,1,C,1525,priach,NA,priach,priach,0003,4,Y,Y,N,1525,NA,NA,2023-02-21,2023
DG-C,Gavilanes,C,21/02/23,2,B,1526,priach,NA,priach,priach,0003,4.2,Y,Y,N,1525,NA,NA,2023-02-21,2023
DG-C,Gavilanes,C,21/02/23,2,B,1527,rhiala,NA,priach,priach,0003,3.1,Y,Y,N,1511,NA,NA,2023-02-21,2023
DG-C,Gavilanes,C,21/02/23,2,D,1528,priach,NA,priach,priach,0003,3,Y,Y,N,R365,NA,NA,2023-02-21,2023
DG-C,Gavilanes,C,21/02/23,3,B,1529,priach,NA,priach,priach,0003,2,Y,Y,N,1515,NA,NA,2023-02-21,2023
DG-C,Gavilanes,C,21/02/23,3,C,1530,priach,NA,priach,priach,0003,2.8,Y,Y,N,1525,NA,NA,2023-02-21,2023
DG-C,Gavilanes,C,21/02/23,3,C,1531,priach,NA,priach,priach,0003,3,Y,Y,N,R365,NA,NA,2023-02-21,2023
DG-C,Gavilanes,C,21/02/23,3,D,1532,rhiala,NA,rhiala,rhiala,0003,3,Y,Y,N,1511,NA,NA,2023-02-21,2023
DG-C,Gavilanes,C,21/02/23,4,B,1533,rhiala,NA,rhiala,rhiala,0003,3.5,Y,Y,N,1511,NA,NA,2023-02-21,2023
DG-C,Gavilanes,C,21/02/23,4,D,1534,priach,NA,priach,priach,0003,1.5,Y,Y,N,R365,NA,NA,2023-02-21,2023
DG-C,Gavilanes,C,21/02/23,4,D,1535,priach,NA,priach,priach,0003,3,Y,Y,N,1520,NA,NA,2023-02-21,2023
DG-V,Gavilanes,V,22/02/23,1,A,1536,priach,NA,priach,priach,0020,3,Y,Y,N,1536,NA,NA,2023-02-22,2023
DG-V,Gavilanes,V,22/02/23,2,A,1537,priach,NA,priach,priach,0020,3,Y,Y,N,1536,NA,NA,2023-02-22,2023
DG-V,Gavilanes,V,22/02/23,2,C,1538,priach,NA,priach,priach,0020,2.8,Y,Y,N,1538,NA,NA,2023-02-22,2023
DG-V,Gavilanes,V,22/02/23,3,A,1539,priach,NA,priach,priach,0020,3,Y,Y,N,1536,NA,NA,2023-02-22,2023
DG-V,Gavilanes,V,22/02/23,3,D,1540,priach,NA,priach,priach,0020,3,Y,Y,N,1536,NA,NA,2023-02-22,2023
DG-V,Gavilanes,V,22/02/23,3,D,1541,priach,NA,priach,priach,0020,3.2,Y,Y,N,1536,NA,NA,2023-02-22,2023
DG-V,Gavilanes,V,22/02/23,3,D,1542,prisub,NA,prisub,prisub,0020,2.8,Y,Y,N,1542,NA,NA,2023-02-22,2023
DG-V,Gavilanes,V,22/02/23,3,D,1543,prisub,NA,prisub,prisub,0020,3.8,Y,Y,N,1542,NA,NA,2023-02-22,2023
DG-V,Gavilanes,V,22/02/23,4,A,1544,rhiala,NA,rhiala,rhiala,0020,5.5,Y,Y,N,1544,NA,NA,2023-02-22,2023
DG-V,Gavilanes,V,22/02/23,4,A,1545,priach,NA,priach,priach,0020,3,Y,Y,N,R370,NA,NA,2023-02-22,2023
DG-V,Gavilanes,V,22/02/23,4,A,1546,priach,NA,priach,priach,0020,4,Y,Y,N,1530,NA,NA,2023-02-22,2023
DG-V,Gavilanes,V,22/02/23,4,C,1547,priach,NA,priach,priach,0020,1.8,Y,Y,N,1538,NA,NA,2023-02-22,2023
DG-B,Gavilanes,B,22/02/23,1,A,1548,priach,NA,priach,priach,0005,3.2,Y,Y,N,1538,NA,NA,2023-02-22,2023
DG-B,Gavilanes,B,22/02/23,1,A,1549,rhiala,NA,rhiala,rhiala,0005,3.5,Y,Y,N,1544,NA,NA,2023-02-22,2023
DG-B,Gavilanes,B,22/02/23,2,C,1550,rhiala,NA,rhiala,rhiala,0005,3.5,Y,Y,N,1544,NA,NA,2023-02-22,2023
DG-B,Gavilanes,B,22/02/23,2,C,1551,priach,NA,priach,priach,0005,4,Y,Y,N,1530,NA,NA,2023-02-22,2023
DG-B,Gavilanes,B,22/02/23,3,A,1552,priach,NA,priach,priach,0005,2.7,Y,Y,N,R370,NA,NA,2023-02-22,2023
DG-B,Gavilanes,B,22/02/23,3,A,1553,priach,NA,priach,priach,0005,3,Y,Y,N,1536,NA,NA,2023-02-22,2023
DG-B,Gavilanes,B,22/02/23,4,B,1554,priach,NA,priach,priach,0005,3.1,Y,Y,N,1536,NA,NA,2023-02-22,2023
DG-C,Gavilanes,C,23/02/23,1,B,1555,priach,NA,priach,priach,0003,3,Y,Y,N,1555,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,1,C,1556,priach,NA,priach,priach,0003,2.5,Y,Y,N,1556,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,1,D,1557,priach,NA,priach,priach,0003,2.7,Y,Y,N,1556,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,1,D,1558,priach,NA,priach,priach,0003,4.2,Y,Y,N,1558,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,2,B,1559,priach,NA,priach,priach,0003,2,Y,Y,N,1559,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,2,C,1560,priach,NA,priach,priach,0003,3.2,Y,Y,N,1556,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,2,C,1561,priach,NA,priach,priach,0003,3,Y,Y,N,1556,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,2,C,1562,priach,NA,priach,priach,0003,2.8,Y,Y,N,1559,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,2,C,1563,priach,NA,priach,priach,0003,3,Y,Y,N,1556,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,2,D,1564,priach,NA,priach,priach,0003,3.5,Y,Y,N,1559,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,3,A,1565,priach,NA,priach,priach,0003,2,Y,Y,N,1556,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,3,B,1566,priach,NA,priach,priach,0003,2.8,Y,Y,N,1566,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,3,C,1567,priach,NA,priach,priach,0003,2,Y,Y,N,1559,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,3,C,1568,priach,NA,priach,priach,0003,3,Y,Y,N,1556,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,3,D,1569,priach,NA,priach,priach,0003,2,Y,Y,N,1556,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,4,B,1570,priach,NA,priach,priach,0003,2.7,Y,Y,N,1555,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,4,B,1571,priach,NA,priach,priach,0003,3,Y,Y,N,1558,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,4,C,1572,priach,NA,priach,priach,0003,2.8,Y,Y,N,1559,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,4,C,1573,priach,NA,priach,priach,0003,2.9,Y,Y,N,1566,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,4,C,1574,priach,NA,priach,priach,0003,2.7,Y,Y,N,1558,NA,NA,2023-02-23,2023
DG-C,Gavilanes,C,23/02/23,4,D,1575,priach,NA,priach,priach,0003,4.3,Y,Y,N,1566,NA,NA,2023-02-23,2023
DG-N,Gavilanes,N,23/02/23,1,B,1576,priach,NA,priach,priach,0002,2.8,Y,Y,N,1556,NA,NA,2023-02-23,2023
DG-N,Gavilanes,N,23/02/23,1,C,1577,priach,NA,priach,priach,0002,2.9,Y,Y,N,1556,NA,NA,2023-02-23,2023
